epoch,loss,accuracy,wf1,uar,lr,time_epoch_sec,optimizer_steps
1,1.3299568245122277,0.4799054373522459,0.492873691846013,0.48875116967323734,2e-05,255.5385625,252.0
2,1.1640000010999234,0.5783252457384597,0.5884076682837381,0.5908570404373483,2e-05,219.82665625,252.0
3,1.0770437880744237,0.630956824685828,0.6403229398748267,0.6482685789720546,2e-05,223.313296875,252.0
4,1.0014044580670811,0.6794823939280826,0.6871404770611952,0.6936775185911956,2e-05,221.059046875,252.0
5,0.9164457393920702,0.7301231802911534,0.7363545785926617,0.7502037178494962,2e-05,222.44809375,252.0
6,0.868538445985568,0.7602339181286549,0.7652352981381552,0.774477271210783,2e-05,221.898953125,252.0
7,0.7970251820715444,0.7956949110364564,0.7991876380375067,0.8129023571496018,2e-05,220.50221875,252.0
8,0.7609085087101599,0.8243125544357347,0.8271192080540007,0.8366851768410994,2e-05,221.391953125,252.0
9,0.7353108290995889,0.8372527062336693,0.8393401078824065,0.8495846042262598,2e-05,221.0866875,252.0
10,0.6976814047531122,0.8600223964165733,0.8612242321059245,0.871057223958673,2e-05,220.743515625,252.0
11,0.6658918344553273,0.8825432375264403,0.8838308707304551,0.8911094141649699,1e-05,221.146,252.0
12,0.6117129343814097,0.9071792957571233,0.9078363678581336,0.9163624881783029,1e-05,221.87790625,252.0
