epoch,loss,accuracy,wf1,uar,lr,time_epoch_sec,optimizer_steps
1,1.629410591833352,0.49220860939408523,0.4733768096244081,0.4163388002566813,5e-05,2029.421375,2533.0
2,1.3908450346603656,0.6074570332259935,0.5974431856031063,0.5486840012913905,5e-05,1756.74475,2533.0
3,1.2823454889118238,0.6599054916040518,0.6539319618281747,0.6118060434452003,5e-05,1592.869,2533.0
4,1.1937180795572013,0.7000530530160023,0.6958156411163587,0.6609475319762169,5e-05,1605.094,2533.0
5,1.1279590932273142,0.734118024453739,0.7308082897419833,0.6942325798562777,5e-05,1745.997,2533.0
6,1.0766681566154392,0.7568444559598277,0.7543094366148065,0.7218820008997769,2.5e-05,1713.098375,2533.0
7,0.977074267022904,0.8018038025440772,0.8003128570186465,0.7690079432641085,2.5e-05,1649.3695,2533.0
8,0.9387685909921154,0.8183242649689701,0.8172698286021853,0.7887134097988759,2.5e-05,2361.548,2533.0
9,0.9164948145557328,0.8302550246141318,0.8292992469993832,0.7989662301273192,2.5e-05,1952.346375,2533.0
10,0.9039277136233912,0.8378921913363191,0.8370968362999534,0.807446181439351,2.5e-05,1589.44625,2533.0
11,0.8891480367756794,0.843740361007267,0.8429822941512858,0.8118861748553968,2.5e-05,1598.881125,2533.0
12,0.8738227677938594,0.8497365856065934,0.8491541340227954,0.8202848246429365,2.5e-05,1678.810625,2533.0
13,0.8598889938940857,0.8570776424720238,0.8565824298849917,0.8281388218867116,2.5e-05,1675.923375,2533.0
14,0.8563236349018847,0.8588172878804703,0.8583566967570307,0.8309874378229053,2.5e-05,1714.6885,2533.0
15,0.8473190927943496,0.8631478945355393,0.8626945131069564,0.8352225578718161,2.5e-05,1601.20175,2533.0
16,0.8406812850319213,0.8660102898175223,0.8656629162146335,0.837613136543914,2.5e-05,1559.309875,2533.0
17,0.834454428775899,0.8706740200614428,0.8704079835447917,0.8423365319317033,1.25e-05,2486.15875,2533.0
18,0.8088212280811395,0.8804949969772119,0.8805188846957336,0.8535971301890142,1.25e-05,3521.63075,2533.0
19,0.7895416424807784,0.889711416268769,0.8897754996291415,0.863781330547238,1.25e-05,1566.06175,2533.0
20,0.7852267410142248,0.8902419464287917,0.8903523685584419,0.8660780340922376,6.25e-06,1559.267,2533.0
