epoch,loss,accuracy,wf1,uar
1,1.9463798571471387,0.1623325777869359,0.06813738865535963,0.14256433741669725
2,1.9461149905865907,0.16708565148705268,0.059460098701463016,0.14299087697261872
3,1.946105629482868,0.17005288824781922,0.05009710398327265,0.1427043140793929
4,1.9460690036466206,0.17054742770794698,0.04969713214397751,0.14285714285714285
5,1.9460473321510774,0.17054742770794698,0.04969713214397751,0.14285714285714285
6,1.9460134272801695,0.17054742770794698,0.04969713214397751,0.14285714285714285
7,1.945974874871471,0.17054742770794698,0.04969713214397751,0.14285714285714285
