epoch,loss,accuracy,wf1,uar,lr,time_epoch_sec,optimizer_steps
1,1.2330017894471832,0.5258809861882019,0.532952671130757,0.5379724698893333,2e-05,289.20409375,243.0
2,0.9477424793925395,0.7085323350974571,0.7124384630677796,0.7200793609613649,2e-05,252.797640625,243.0
3,0.8625536354815743,0.7593907318962179,0.7624335631700266,0.768453534299598,2e-05,251.75659375,243.0
4,0.7709267757870512,0.8079256486381825,0.810161058895258,0.8183004289513114,2e-05,251.921421875,243.0
5,0.7175554616752556,0.8414870272363496,0.8429710532383241,0.8483969768420647,2e-05,253.656796875,243.0
6,0.6751147576981519,0.8653672389311992,0.8665944169967347,0.8733037387524891,1e-05,252.788796875,243.0
7,0.6062668989254641,0.8978959597263457,0.8985637383848215,0.9052368462914575,1e-05,252.569203125,243.0
8,0.5774922998194327,0.911191428940235,0.9116565930759883,0.9173870056029293,1e-05,252.306984375,243.0
9,0.5637698368178624,0.9208725958435523,0.9212382032605407,0.9256702424430097,1e-05,252.056640625,243.0
10,0.5474390994353003,0.9309410094230025,0.9311311454459221,0.9338169974225822,5e-06,252.72465625,243.0
11,0.507394945677656,0.952755905511811,0.9529164683415103,0.9556065703974568,5e-06,253.46440625,243.0
