epoch,loss,accuracy,wf1,uar,lr,time_epoch_sec,optimizer_steps
1,1.0314984224271828,0.7785098271458711,0.777632850199708,0.7548690481704704,2e-05,1892.13075,2533.0
2,0.8232425649938774,0.8739435663964664,0.8739178863279814,0.8623644347392139,2e-05,1857.41975,2533.0
3,0.7386953917069284,0.9111176913301502,0.911211101181214,0.902044056887387,2e-05,1872.299,2533.0
4,0.699471748804314,0.9284894695932191,0.9285769288093702,0.9207558206944955,2e-05,1853.127,2533.0
5,0.6728443155765116,0.9414442758263316,0.9415012953025241,0.9339581223575198,2e-05,1871.31875,2533.0
6,0.657020192143595,0.9483041541745321,0.9483439562751279,0.9423520909402109,2e-05,1863.0225,2533.0
7,0.6418476569845378,0.9552874116297146,0.9553102178313061,0.9488689424944674,2e-05,1863.477625,2533.0
8,0.6328470849466948,0.9592972326066304,0.9593242364792391,0.9537341578837074,2e-05,1875.333875,2533.0
9,0.6246226273336525,0.9638499216542671,0.9638692664847843,0.9580628915167372,1e-05,1876.290625,2533.0
10,0.5944212191181458,0.9775820162613663,0.9775936625205707,0.9742203450663433,1e-05,1858.850625,2533.0
