epoch,loss,accuracy,wf1,uar
1,1.946384093646648,0.16301943814822448,0.06663462078907588,0.14335725588675108
2,1.9461057301037292,0.16839068617350092,0.05838953277725811,0.14238548192285613
3,1.946076273163217,0.16979188131052958,0.05059621483204962,0.14292198077911694
4,1.9460723032785303,0.17054742770794698,0.04969713214397751,0.14285714285714285
5,1.9460460761769376,0.17054742770794698,0.04969713214397751,0.14285714285714285
6,1.9460146654928703,0.17054742770794698,0.04969713214397751,0.14285714285714285
7,1.94597853154335,0.17054742770794698,0.04969713214397751,0.14285714285714285
