epoch,loss,accuracy,wf1,uar,lr,time_epoch_sec,optimizer_steps
1,1.3759032548637395,0.4354096730075842,0.45355557034723604,0.43682661715494503,2e-05,82.2107890625,252.0
2,1.0731600690774326,0.6420489866965062,0.6514607034729046,0.6507029283581166,2e-05,51.578328125,252.0
3,0.9379589467014259,0.7275892080069626,0.7340668347722373,0.7366713323495715,2e-05,51.5346953125,252.0
4,0.8644018459124425,0.7717269675494218,0.7768916936633963,0.7794317517941545,2e-05,50.9507734375,252.0
5,0.8083490721921223,0.7969663061046873,0.8009082008975009,0.808005667926519,2e-05,51.12260546875,252.0
6,0.7625216830136926,0.8270545816237722,0.8305229753729859,0.835660908463464,2e-05,50.77717578125,252.0
7,0.7339620097247015,0.8434663682705458,0.8461904211501925,0.849919277573727,2e-05,51.6921015625,252.0
8,0.7099529941565478,0.8568941937088151,0.8589312111449471,0.8618098233665494,2e-05,50.4453125,252.0
9,0.69971379041153,0.8617431306726346,0.8639983501365245,0.869947773097564,2e-05,51.5952265625,252.0
10,0.6769554770609403,0.8724356583364417,0.8742849389992842,0.8789430133429094,2e-05,51.50632421875,252.0
11,0.6691938939044744,0.876662936715156,0.8783277528138201,0.879756710721709,2e-05,51.88674609375,252.0
12,0.6641928428858351,0.8781549173194082,0.8798876777043898,0.8802563221675178,1e-05,50.56445703125,252.0
