epoch,loss,accuracy,wf1,uar,lr,time_epoch_sec,optimizer_steps
1,1.3353049369478158,0.46598683361301146,0.4748257254832053,0.4799008457789724,2e-05,255.55021875,243.0
2,1.1271027411370642,0.5869368787917904,0.5951350083142802,0.6047683587998255,2e-05,221.28409375,243.0
3,1.0600975880364965,0.6264360397573254,0.632776169531245,0.6420825537190934,2e-05,220.24246875,243.0
4,0.961873895093766,0.6891700012908223,0.6946609431461803,0.7100270056966931,2e-05,220.770875,243.0
5,0.8946418217478898,0.7268620111010714,0.7308203098655124,0.7448788142021724,2e-05,222.252359375,243.0
6,0.8239947788420224,0.7682974054472699,0.7713946120017565,0.7844738482603159,2e-05,220.610640625,243.0
7,0.7760284789780794,0.7972118239318445,0.7997235742581266,0.8145863305602665,2e-05,220.8345625,243.0
8,0.7424024570383717,0.8200593778236737,0.8218104906176963,0.8347525801981823,1e-05,220.857,243.0
9,0.6618378342113541,0.8609784432683619,0.8622091291715078,0.8731611657656387,1e-05,220.233890625,243.0
10,0.6216055777544697,0.8831805860333032,0.8838141788405622,0.8940027455188727,1e-05,220.710796875,243.0
11,0.6072156015282002,0.893636246288886,0.8942433576576976,0.9032568996337174,1e-05,221.31175,243.0
12,0.5874304649321144,0.903446495417581,0.9037816477655756,0.9129564484412045,1e-05,221.21128125,243.0
