epoch,loss,accuracy,wf1,uar,lr,time_epoch_sec,optimizer_steps
1,1.2878491724347605,0.5066666666666667,0.5177601648560279,0.5206995294310542,2e-05,286.38925,242.0
2,0.9939642144946991,0.6881553398058252,0.6947661997625966,0.7016970990773781,2e-05,253.603625,242.0
3,0.8792412369922527,0.762588996763754,0.7666876969088123,0.7758050436985444,2e-05,253.81203125,242.0
4,0.8104247220588734,0.8019417475728156,0.8047647024293854,0.8124026976123963,2e-05,253.211,242.0
5,0.757008361908996,0.8349514563106796,0.8375093786944082,0.8432938878672257,2e-05,255.431671875,242.0
6,0.7126729659972453,0.8565695792880259,0.8583964906782446,0.8678050520702312,2e-05,255.046078125,242.0
7,0.6927459707615059,0.8693851132686085,0.8708017160153493,0.875763173706682,1e-05,253.845796875,242.0
8,0.6201071547227385,0.905242718446602,0.9060738366068588,0.9123712354849235,1e-05,253.277890625,242.0
9,0.5981726974345334,0.9215533980582524,0.9219591125144939,0.9254185304217017,1e-05,256.829421875,242.0
10,0.5769333434915079,0.930873786407767,0.9312277627914759,0.9348861144942335,5e-06,254.79425,242.0
11,0.5463820149829087,0.9461488673139159,0.9463997580643289,0.9508284174272057,5e-06,254.631640625,242.0
12,0.5321837589578721,0.9522330097087378,0.9524229443581509,0.9550002976845456,5e-06,253.710140625,242.0
