epoch,loss,accuracy,wf1,uar,lr,time_epoch_sec,optimizer_steps
1,1.0015657369093276,0.9722694964460907,0.972304867698213,0.9653926491122277,1e-05,281.4240625,313.0
2,0.9790613550194177,0.9789768745620182,0.9789992120804828,0.9748877571285766,1e-05,246.570375,313.0
3,0.9713680425412495,0.9818800680748824,0.9819056071201759,0.9803665078625393,1e-05,245.056375,313.0
4,0.9673628128139401,0.9836820502552808,0.9837127809145764,0.9806675826357437,5e-06,247.249734375,313.0
5,0.9641256326191752,0.9866853538892782,0.9866966727406292,0.9830373110264098,5e-06,246.224109375,313.0
