epoch,loss,accuracy,wf1,uar,lr,time_epoch_sec,optimizer_steps
1,1.3535290682243146,0.46360582306830905,0.4773140348490007,0.4754162151187753,2e-05,253.88334375,252.0
2,1.1431024321071601,0.5962423789971383,0.6058070690619825,0.6130581175564833,2e-05,220.644953125,252.0
3,1.061766919944956,0.640661938534279,0.6502196923622874,0.6578422391682719,2e-05,220.7173125,252.0
4,0.9704561766157759,0.6922981211894985,0.6997663535033761,0.7098996879392107,2e-05,220.640359375,252.0
5,0.9179443930072602,0.7303720293641907,0.7365717254634492,0.7456197934509525,2e-05,221.39703125,252.0
6,0.8478875600151032,0.7713077018788105,0.7759144193230721,0.7882672621598686,2e-05,220.9036875,252.0
7,0.7976188841515162,0.7937041184521587,0.7972293510727403,0.8122323960137318,2e-05,221.430109375,252.0
8,0.7604884633351072,0.8192111484384721,0.8217418900016176,0.8358887956562765,2e-05,220.4913125,252.0
9,0.7157249378523186,0.8439716312056738,0.8461437063974009,0.8585650802709028,1e-05,221.093609375,252.0
10,0.6497126224660393,0.8840363319646635,0.8851015215132167,0.8960843315575746,1e-05,221.56734375,252.0
11,0.6194148046231409,0.9004603707851189,0.9013863634804955,0.9103020955916717,1e-05,219.593375,252.0
