epoch,loss,accuracy,wf1,uar,lr,time_epoch_sec,optimizer_steps
1,1.3458806265210643,0.46368932038834954,0.47447421900244446,0.4770475099457107,2e-05,256.317859375,242.0
2,1.1508353714804047,0.5946925566343042,0.6035754581586367,0.6126005777479737,2e-05,222.767328125,242.0
3,1.0540744766525465,0.6450485436893204,0.6528751612484179,0.6622158727090159,2e-05,222.957203125,242.0
4,0.9738203894204692,0.7011003236245955,0.7080872636158665,0.7214317612154834,2e-05,222.805625,242.0
5,0.9219314174899006,0.7302265372168285,0.736004633173835,0.7452282200363959,2e-05,225.0240625,242.0
6,0.8564651349755938,0.7694498381877023,0.7733571725414303,0.7869836311667309,2e-05,222.61684375,242.0
7,0.8036256806441495,0.8019417475728156,0.8049382765426374,0.8166527536528629,2e-05,220.7414375,242.0
8,0.7570730664969262,0.8260194174757282,0.828120896748061,0.8434951848727521,2e-05,221.879796875,242.0
9,0.7189982470648189,0.8500970873786408,0.8515386565836675,0.8641530480881856,2e-05,223.525421875,242.0
10,0.6844311707228132,0.8723624595469256,0.8734580208557772,0.8830905529614517,1e-05,222.562765625,242.0
11,0.6235780708998152,0.9033009708737864,0.9040801552180516,0.9121256167642523,1e-05,223.029875,242.0
12,0.6025871224349371,0.9135275080906149,0.9140794457941269,0.9222264042122035,1e-05,221.99259375,242.0
