epoch,loss,accuracy,wf1,uar,lr,time_epoch_sec,optimizer_steps
1,1.3554032861378058,0.4473062087843723,0.4636287386192243,0.4547903312404282,2e-05,84.8976171875,252.0
2,1.0956590453442523,0.620380739081747,0.6322475364106487,0.6289824968172564,2e-05,51.07148828125,252.0
3,0.9696600357810108,0.6981460744058728,0.7062138996654749,0.7057875114199598,2e-05,51.21779296875,252.0
4,0.895935978761312,0.7464227945750902,0.752513749596963,0.7556596260730353,2e-05,50.6435703125,252.0
5,0.8253051132256672,0.783003608311559,0.7884497421680754,0.7933661487276856,1e-05,51.69108984375,252.0
6,0.7367841887862673,0.8363817344780391,0.8395596895742402,0.8433144332641572,1e-05,51.60178515625,252.0
7,0.7040557030853057,0.8528057732984945,0.8551737053403499,0.8587412980895849,1e-05,51.35190625,252.0
8,0.6906436914470312,0.8633818589025756,0.8658042499188617,0.8658856868590189,5e-06,50.9655625,252.0
9,0.6507592456056301,0.8856538509394053,0.8871507409339661,0.8876946993261059,5e-06,50.50107421875,252.0
10,0.638075625375831,0.8886400398158517,0.8902771145989337,0.8918369298670358,5e-06,49.8393359375,252.0
11,0.6313053806341005,0.8924972004479284,0.893949747467803,0.8941934668564706,2.5e-06,49.6718984375,252.0
12,0.6166716245805741,0.8999626726390444,0.9009030357927311,0.9000817912544505,2.5e-06,51.616265625,252.0
