epoch,loss,accuracy,wf1,uar,lr,time_epoch_sec,optimizer_steps
1,1.0250189811172563,0.7797066044835967,0.7789161207930086,0.7564628674857408,2e-05,2078.529,2533.0
2,0.8204099245379454,0.8756832118049129,0.8756891925571367,0.8649355025377112,2e-05,2591.08175,2533.0
3,0.7370062221710195,0.9114384770083034,0.9114831019386304,0.9020199363095877,2e-05,2448.8445,2533.0
4,0.6979760489208359,0.9290446755746382,0.9291192064370691,0.9215039698711738,2e-05,1929.076,2533.0
5,0.6733242902705319,0.9414689516477279,0.9415333181122613,0.934467908406348,2e-05,1985.48975,2533.0
6,0.6569600834762485,0.9497353518155236,0.9497953015318097,0.9438620652588768,2e-05,1922.81175,2533.0
7,0.6397221555901159,0.9568666641990845,0.9568918236469075,0.9512002172530947,2e-05,1898.297,2533.0
8,0.6351116994799791,0.9597413973917657,0.9597698595975693,0.9535887362051839,2e-05,1880.746875,2533.0
9,0.6265249432072372,0.9630479574588839,0.9630708142863026,0.9578924584668054,1e-05,1880.8965,2533.0
10,0.5982887891196047,0.9759410741385054,0.975950724413422,0.9720477433405511,1e-05,1869.848875,2533.0
11,0.5855431204784883,0.9798398539191373,0.9798530171237299,0.9766106102320632,1e-05,1950.953375,2533.0
12,0.5832254625326012,0.9815301476847911,0.9815371385501979,0.9784544881996565,1e-05,1874.3245,2533.0
13,0.5803522243177476,0.98304771070067,0.9830539039090747,0.9802421633239419,1e-05,1874.361875,2533.0
14,0.5768078775553316,0.9844789083416614,0.9844830299481678,0.9821031072221403,1e-05,1894.122125,2533.0
15,0.5728850054377032,0.986527001517563,0.9865307136893875,0.9839484656758619,5e-06,1883.4855,2533.0
16,0.5636389849327169,0.9896114791921136,0.9896167227847573,0.9878799216862983,5e-06,1866.8925,2533.0
