epoch,loss,accuracy,wf1,uar,lr,time_epoch_sec,drop_audio_rate,drop_text_rate
1,1.4345404377890218,0.5252146438629026,0.5277768462605832,0.5045209313185006,0.0005,103.0519453125,0.17903702177347344,0.1805343773610825
2,1.0969733491819371,0.6841541314650732,0.6906379124940282,0.6633533592519607,0.0005,26.9916953125,0.1812487121368226,0.17855621952057146
3,1.0018953318516954,0.7288962153994093,0.7350536724207131,0.7108633499821965,0.0005,25.068708984375,0.18075417267669483,0.18071296105501752
4,0.9559211649993953,0.7507383748883852,0.755602569584371,0.7334665541645836,0.0005,15.922103515625,0.18245758637269044,0.18087780754172678
5,0.9249495341805805,0.7656020331066694,0.7699591574169757,0.7497327453306217,0.0005,18.304150390625,0.17796551960986332,0.17942166357579503
6,0.9097227707563565,0.7735558760903908,0.7774611921494884,0.7587696000139904,0.0005,48.2184765625,0.17938045195411773,0.18293838862559242
7,0.8950863785907146,0.781702039975273,0.7858227300638582,0.7676738359889993,0.0005,44.995328125,0.17786935915928292,0.17987499141424548
8,0.8713692553186329,0.7898894154818326,0.7933885289992958,0.776955112039308,0.0005,14.6682431640625,0.18072669826224327,0.17870732880005494
9,0.854043125051646,0.7988735490074867,0.8020218130325154,0.7857625049729748,0.0005,15.1912490234375,0.18089154474895253,0.17791057078096023
10,0.8373610651389085,0.8063465897383062,0.8092871724492497,0.7926606633524245,0.00025,15.98401171875,0.17884470087231266,0.18085033312727522
11,0.7766110860152644,0.8356068411291985,0.8379134334294124,0.8237436219703832,0.00025,16.1129853515625,0.18139982141630606,0.17942166357579503
12,0.7495394595680234,0.848945669345422,0.8509653502194897,0.8381177877355978,0.00025,15.3949140625,0.1816196167319184,0.18255374682327083
13,0.7282454574293992,0.8602788653066832,0.8621052378930926,0.85196022747615,0.000125,12.569767578125,0.18174325159695034,0.1776907754653479
14,0.6887214604433818,0.877683906861735,0.8792619554633807,0.8709894981902647,0.000125,10.3481171875,0.17889964970121575,0.1801909471804382
15,0.6696699072956196,0.8893742702108661,0.8909941465333411,0.8836429111397199,0.000125,10.874859375,0.18107012844288756,0.18083659592004944
16,0.6527658308368682,0.8986743595027131,0.9001037346498422,0.8924684368145108,6.25e-05,11.57542578125,0.18358403736520365,0.1796826705130847
17,0.6318518816167914,0.9076035441994642,0.9091286730294326,0.9024292713744643,6.25e-05,10.3080537109375,0.1819493097053369,0.1801497355587609
