epoch,loss,accuracy,wf1,uar,lr,time_epoch_sec,optimizer_steps
1,1.2686631071399928,0.5152420057235286,0.5263525271773715,0.5333481891995238,2e-05,286.30471875,252.0
2,0.9890161500843927,0.6847082244618639,0.6923162688363008,0.7012686824983126,2e-05,253.024109375,252.0
3,0.8786796218084877,0.7537638422296877,0.7587969193045263,0.7650923219083092,2e-05,254.34171875,252.0
4,0.7997771032387246,0.799552071668533,0.8029787120054923,0.8112198884541678,2e-05,254.439390625,252.0
5,0.7461265930714737,0.8363817344780391,0.8389967397653687,0.8462106290775331,2e-05,254.679359375,252.0
6,0.7076627068723095,0.8598979718800548,0.8618685043431343,0.8670744792863601,2e-05,254.433234375,252.0
7,0.6698044947802435,0.8750777653353241,0.8765617052848513,0.8831676479037804,1e-05,254.426625,252.0
8,0.6045297424606649,0.9140226452656464,0.9146667927914245,0.9193031676782089,1e-05,253.507625,252.0
9,0.5846638101776159,0.9272116461366181,0.9275783019299708,0.9317772352407838,1e-05,254.380453125,252.0
10,0.5667359301725609,0.9339305711086227,0.9343499432569065,0.9369578858912222,1e-05,254.9791875,252.0
11,0.5496778951380047,0.9431379868109991,0.9433194794143962,0.9463852930911745,5e-06,253.142109375,252.0
12,0.5222002389538685,0.9574468085106383,0.9576043287604479,0.9624202395529982,5e-06,254.924203125,252.0
