epoch,loss,accuracy,wf1,uar,lr,time_epoch_sec,optimizer_steps
1,1.2427348061286903,0.5366990291262136,0.5513604916808582,0.5403754572214915,2e-05,283.8025,242.0
2,0.9812326729876324,0.7036893203883495,0.7092952997839149,0.7081898990214368,2e-05,253.3379375,242.0
3,0.8655640906809218,0.7684142394822007,0.7731678936140339,0.7782923015356282,2e-05,251.05425,242.0
4,0.7969724684934401,0.8091909385113268,0.8121225214382188,0.8212975314351337,2e-05,251.40725,242.0
5,0.7416765121040221,0.842200647249191,0.8438791210965877,0.8483463501289863,2e-05,251.31084375,242.0
6,0.7039102197387843,0.8638187702265372,0.865315540775442,0.8700932668036068,2e-05,252.440875,242.0
7,0.6759065484229029,0.8780582524271845,0.879285439031481,0.8823411331783014,2e-05,252.04421875,242.0
8,0.6582018036749756,0.8937216828478964,0.8945982553080197,0.8982793162425838,1e-05,252.058875,242.0
9,0.5912511758588278,0.9228478964401294,0.9232991497378131,0.924779178074632,1e-05,254.93421875,242.0
