epoch,loss,accuracy,wf1,uar,lr,time_epoch_sec,optimizer_steps
1,1.3071205706475935,0.4816473808635063,0.49174682925057783,0.4977918078589288,2e-05,258.28809375,252.0
2,1.1677175458574882,0.576334453154162,0.5872000009933984,0.5907925463627332,2e-05,221.516015625,252.0
3,1.0622074591055932,0.6389199950230185,0.6478393365237196,0.6512398901676416,2e-05,222.162078125,252.0
4,0.9747700927060858,0.6916759985069055,0.7001760450491212,0.705655627038454,2e-05,221.04715625,252.0
5,0.905198961069917,0.729003359462486,0.7347437526722208,0.7478051866359277,2e-05,223.163,252.0
6,0.836509315420535,0.7731740699265895,0.7775763131768305,0.7915701591686972,2e-05,221.692421875,252.0
7,0.8011209278004642,0.8029115341545353,0.8063235397818053,0.8177182166119409,2e-05,222.585765625,252.0
8,0.7501206984934677,0.823939280826179,0.8266222859315185,0.8415779948751334,2e-05,222.05278125,252.0
9,0.7158489524465274,0.8478287918377504,0.8497281082571484,0.8610755345452132,2e-05,222.35075,252.0
10,0.6771144043513757,0.8689809630459127,0.8700383258479572,0.8805288433205904,1e-05,219.78171875,252.0
11,0.6159384786541283,0.8998382481025258,0.9006573921353448,0.9111612582117845,1e-05,221.642015625,252.0
12,0.5961612300284247,0.9134005225830534,0.9139645865849712,0.9210791129795564,1e-05,221.94309375,252.0
