epoch,loss,accuracy,wf1,uar,lr,time_epoch_sec,optimizer_steps
1,1.3649173770948613,0.43629792177617144,0.4500778966520291,0.4381482238772769,2e-05,82.63340625,243.0
2,1.060157650406782,0.6401187556473473,0.6472443954671514,0.6454744514577728,2e-05,48.67159375,243.0
3,0.9512058745988403,0.7041435394346198,0.7095502206577037,0.7101372013741846,2e-05,48.7784765625,243.0
4,0.8542531431452204,0.7599070607977282,0.7643740197318447,0.765776359621182,2e-05,48.2574453125,243.0
5,0.7955711377779561,0.7978572350587324,0.8006725460743995,0.8024110986547974,2e-05,48.8140703125,243.0
6,0.7589830532833517,0.8142506776816832,0.8168099203367385,0.8191139219779296,1e-05,47.40696875,243.0
7,0.6879388698304224,0.8491028785336259,0.8511601701365273,0.8537663177151225,1e-05,52.33283203125,243.0
8,0.6575126300031052,0.8675616367626178,0.869059577008997,0.871781050105317,1e-05,48.7534375,243.0
9,0.6462517110273824,0.8707886923970569,0.872468965932157,0.8725503048537717,1e-05,50.08393359375,243.0
10,0.6336126199026515,0.8818897637795275,0.8831882109251493,0.8835849405480882,1e-05,48.9773203125,243.0
11,0.6289494557581948,0.8834387504840584,0.8845133007852396,0.8851420629461733,1e-05,48.60602734375,243.0
12,0.6236176859629267,0.8858913127662321,0.8872316994435967,0.8875122571094403,5e-06,51.1245703125,243.0
